App_Age,App_Race,birst_constant_one,row
36,CAUCASIAN,\N,\N
36,CAUCASIAN,\N,\N
36,CAUCASIAN,\N,\N
36,CAUCASIAN,\N,\N
36,CAUCASIAN,\N,\N
36,CAUCASIAN,\N,\N
36,CAUCASIAN,\N,\N
36,CAUCASIAN,\N,\N
36,CAUCASIAN,\N,\N
36,CAUCASIAN,\N,\N
36,CAUCASIAN,\N,\N
36,CAUCASIAN,\N,\N
36,CAUCASIAN,\N,\N
36,CAUCASIAN,\N,\N
36,CAUCASIAN,\N,\N
36,CAUCASIAN,\N,\N
36,CAUCASIAN,\N,\N
36,CAUCASIAN,\N,\N
36,CAUCASIAN,\N,\N
36,CAUCASIAN,\N,\N
36,CAUCASIAN,\N,\N
36,CAUCASIAN,\N,\N
